Email,problem0,problem1,problem2,problem3,problem4,problem5,Score
ryan.stanya@gmail.com,--------,--------,--------,--------,--------,--------,--------
colby.aldridge@outlook.com,--------,--------,--------,--------,--------,--------,--------
douglas.dayanah@gatech.edu,--------,--------,--------,--------,--------,--------,--------
janice.maramawit@gmail.com,--------,--------,--------,--------,--------,--------,--------
richard.juleisy@gmail.com,--------,--------,--------,--------,--------,--------,--------
deborah.wynterrose@gmail.com,--------,--------,--------,--------,--------,--------,--------
robert.reilani@gmail.com,--------,--------,--------,--------,--------,--------,--------
johnathon.jake@gmail.com,--------,--------,--------,--------,--------,--------,--------
matthew.paradice@gatech.edu,--------,--------,--------,--------,--------,--------,--------
walter.ehlana@gmail.com,--------,--------,--------,--------,--------,--------,--------
estelle.elys@gmail.com,--------,--------,--------,--------,--------,--------,--------
toby.izamara@gmail.com,--------,--------,--------,--------,--------,--------,--------
james.branwen@hotmail.com,--------,--------,--------,--------,--------,--------,--------
mikel.tykwon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
lisa.alexamarie@gmail.com,--------,--------,--------,--------,--------,--------,--------
frances.jaclyn@msn.com,--------,--------,--------,--------,--------,--------,--------
clifton.nicosha@gatech.edu,--------,--------,--------,--------,--------,--------,--------
peyton.saladin@gmail.com,--------,--------,--------,--------,--------,--------,--------
stephanie.ralana@gmail.com,--------,--------,--------,--------,--------,--------,--------
jesse.ureka@gmail.com,--------,--------,--------,--------,--------,--------,--------
joshua.lealer@gmail.com,--------,--------,--------,--------,--------,--------,--------
sylar.kalobe@gmail.com,--------,--------,--------,--------,--------,--------,--------
kelly.emier@gmail.com,--------,--------,--------,--------,--------,--------,--------
sarah.esaiah@yahoo.com,--------,--------,--------,--------,--------,--------,--------
jannie.aarzu@gmail.com,--------,--------,--------,--------,--------,--------,--------
daniel.alaida@gatech.edu,--------,--------,--------,--------,--------,--------,--------
chance.jahvon@gmail.com,--------,--------,--------,--------,--------,--------,--------
davin.darinel@sas.upenn.edu,--------,--------,--------,--------,--------,--------,--------
ralph.anishka@gatech.edu,--------,--------,--------,--------,--------,--------,--------
matthew.krisopher@gmail.com,--------,--------,--------,--------,--------,--------,--------
megan.callalily@aol.com,--------,--------,--------,--------,--------,--------,--------
ashley.jed@gmail.com,--------,--------,--------,--------,--------,--------,--------
leslie.dorenda@northsouth.edu,--------,--------,--------,--------,--------,--------,--------
amelia.ashiana@gmail.com,--------,--------,--------,--------,--------,--------,--------
bernard.marlicia@gatech.edu,--------,--------,--------,--------,--------,--------,--------
beatrice.banks@gmail.com,--------,--------,--------,--------,--------,--------,--------
rosemary.kaylanie@gmail.com,--------,--------,--------,--------,--------,--------,--------
catherine.kemarii@gmail.com,--------,--------,--------,--------,--------,--------,--------
burley.carmya@gmail.com,--------,--------,--------,--------,--------,--------,--------
mathew.bohumil@gmail.com,--------,--------,--------,--------,--------,--------,--------
marjorie.karma@gmail.com,--------,--------,--------,--------,--------,--------,--------
michaela.rahsheed@gatech.edu,--------,--------,--------,--------,--------,--------,--------
david.wendel@gatech.edu,--------,--------,--------,--------,--------,--------,--------
tiffani.ferdy@gatech.edu,--------,--------,--------,--------,--------,--------,--------
valerie.shamaine@google.com,--------,--------,--------,--------,--------,--------,--------
leonidas.tydan@gatech.edu,--------,--------,--------,--------,--------,--------,--------
jayden.khamron@gmail.com,--------,--------,--------,--------,--------,--------,--------
russell.tyrun@hotmail.com,--------,--------,--------,--------,--------,--------,--------
justin.seldon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
ronald.jarrel@gmail.com,--------,--------,--------,--------,--------,--------,--------
theo.namyia@gatech.edu,--------,--------,--------,--------,--------,--------,--------
wesley.saichi@gmx.at,--------,--------,--------,--------,--------,--------,--------
carol.ensley@gatech.edu,--------,--------,--------,--------,--------,--------,--------
melissa.diyala@gatech.edu,--------,--------,--------,--------,--------,--------,--------
james.karenina@gmail.com,--------,--------,--------,--------,--------,--------,--------
quanda.cilas@gmail.com,--------,--------,--------,--------,--------,--------,--------
martha.antroine@gmail.com,--------,--------,--------,--------,--------,--------,--------
alexandra.carleen@gatech.edu,--------,--------,--------,--------,--------,--------,--------
samuel.amadis@gmail.com,--------,--------,--------,--------,--------,--------,--------
kaitlyn.ekin@gmail.com,--------,--------,--------,--------,--------,--------,--------
ezra.saatvika@yahoo.com,--------,--------,--------,--------,--------,--------,--------
judah.keerstin@gatech.edu,--------,--------,--------,--------,--------,--------,--------
robert.ezmae@gatech.edu,--------,--------,--------,--------,--------,--------,--------
charles.edelle@gatech.edu,--------,--------,--------,--------,--------,--------,--------
micole.alrita@gmail.com,--------,--------,--------,--------,--------,--------,--------
susan.bilqis@gatech.edu,--------,--------,--------,--------,--------,--------,--------
elmer.mber@gatech.edu,--------,--------,--------,--------,--------,--------,--------
nancy.jatinder@gatech.edu,--------,--------,--------,--------,--------,--------,--------
ronald.simms@gmail.com,--------,--------,--------,--------,--------,--------,--------
justin.august@gmail.com,--------,--------,--------,--------,--------,--------,--------
max.adwit@gmail.com,--------,--------,--------,--------,--------,--------,--------
laura.kyden@gmail.com,--------,--------,--------,--------,--------,--------,--------
earl.markyla@gatech.edu,--------,--------,--------,--------,--------,--------,--------
cynthia.justien@gmail.com,--------,--------,--------,--------,--------,--------,--------
idell.krystell@gmail.com,--------,--------,--------,--------,--------,--------,--------
mckenzie.christofer@gmail.com,--------,--------,--------,--------,--------,--------,--------
mariah.athlee@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeffrey.dwight@gmail.com,--------,--------,--------,--------,--------,--------,--------
zebulun.laryssa@gmail.com,--------,--------,--------,--------,--------,--------,--------
levi.amerigo@gmail.com,--------,--------,--------,--------,--------,--------,--------
tyler.reldon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
julian.roseli@gmail.com,--------,--------,--------,--------,--------,--------,--------
jonathan.harison@hotmail.com,--------,--------,--------,--------,--------,--------,--------
briana.mathis@gmail.com,--------,--------,--------,--------,--------,--------,--------
sean.cambra@gmail.com,--------,--------,--------,--------,--------,--------,--------
simon.perman@gmail.com,--------,--------,--------,--------,--------,--------,--------
felipe.odos@outlook.com,--------,--------,--------,--------,--------,--------,--------
conrad.micheala@gatech.edu,--------,--------,--------,--------,--------,--------,--------
richard.chane@gatech.edu,--------,--------,--------,--------,--------,--------,--------
mae.cianan@hotmail.com,--------,--------,--------,--------,--------,--------,--------
dawson.chakong@gatech.edu,--------,--------,--------,--------,--------,--------,--------
rosetta.jeanette@gmail.com,--------,--------,--------,--------,--------,--------,--------
emily.shateema@gmail.com,--------,--------,--------,--------,--------,--------,--------
michael.dira@gatech.edu,--------,--------,--------,--------,--------,--------,--------
jaime.breazia@naver.com,--------,--------,--------,--------,--------,--------,--------
andrew.javiair@gmail.com,--------,--------,--------,--------,--------,--------,--------
nicole.kazir@gmail.com,--------,--------,--------,--------,--------,--------,--------
kenny.tooba@gatech.edu,--------,--------,--------,--------,--------,--------,--------
dennis.issah@qq.com,--------,--------,--------,--------,--------,--------,--------
sophia.cannan@mail.usf.edu,--------,--------,--------,--------,--------,--------,--------
dolores.sharion@gmail.com,--------,--------,--------,--------,--------,--------,--------
jesse.allize@gmail.com,--------,--------,--------,--------,--------,--------,--------
sydney.alishaba@gmail.com,--------,--------,--------,--------,--------,--------,--------
freda.kariss@gmail.com,--------,--------,--------,--------,--------,--------,--------
marcia.maesen@hotmail.com,--------,--------,--------,--------,--------,--------,--------
ervin.tilley@gatech.edu,--------,--------,--------,--------,--------,--------,--------
david.brynleigh@hotmail.com,--------,--------,--------,--------,--------,--------,--------
roy.arlett@gmail.com,--------,--------,--------,--------,--------,--------,--------
jerry.jowana@gmail.com,--------,--------,--------,--------,--------,--------,--------
mary.netter@gmail.com,--------,--------,--------,--------,--------,--------,--------
donna.mackeyla@gatech.edu,--------,--------,--------,--------,--------,--------,--------
celina.johnalbert@gatech.edu,--------,--------,--------,--------,--------,--------,--------
susan.melise@hotmail.gr,--------,--------,--------,--------,--------,--------,--------
howard.jakoda@gatech.edu,--------,--------,--------,--------,--------,--------,--------
michael.vanie@gatech.edu,--------,--------,--------,--------,--------,--------,--------
nicki.ismeralda@gmail.com,--------,--------,--------,--------,--------,--------,--------
ocean.symona@hotmail.com,--------,--------,--------,--------,--------,--------,--------
eleanora.hedda@yahoo.com,--------,--------,--------,--------,--------,--------,--------
belinda.victorious@hotmail.com,--------,--------,--------,--------,--------,--------,--------
irene.kamarianna@gmail.com,--------,--------,--------,--------,--------,--------,--------
